,Accident_Index,Accident_Severity,Day_of_Week,Time,Road_Type,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Carriageway_Hazards,Urban_or_Rural_Area,Month,Vehicle_Type,Skidding_and_Overturning,Was_Vehicle_Left_Hand_Drive?,Sex_of_Driver,Age_Band_of_Driver
5563,201301EO40072,3,7,18,6,4,1,2,0,1,2,9,0,1,1,-1
5564,201301EO40073,3,2,15,6,1,1,2,0,1,11,11,0,1,1,7
5565,201301EO40074,3,5,6,6,4,2,2,0,1,2,11,0,1,3,-1
5566,201301EO40077,3,1,14,6,1,1,1,0,1,2,11,0,1,1,8
5567,201301EO40078,3,3,16,2,4,1,1,0,1,12,11,0,1,1,7
5568,201301EO40078,3,3,16,2,4,1,1,0,1,12,1,0,1,1,3
5569,201301EO40079,2,7,5,6,4,1,1,0,1,9,9,0,1,3,-1
5570,201301EO40080,3,7,16,2,1,1,1,0,1,2,9,0,1,1,-1
5571,201301EO40080,3,7,16,2,1,1,1,0,1,2,1,0,1,1,5
5572,201301EO40081,3,3,21,6,4,1,1,0,1,2,5,0,1,2,5
5573,201301EO40081,3,3,21,6,4,1,1,0,1,2,9,0,1,3,-1
5574,201301EO40082,3,4,21,6,4,1,1,0,1,2,8,0,1,1,8
5575,201301EO40082,3,4,21,6,4,1,1,0,1,2,9,0,1,1,8
5576,201301EO40084,3,2,13,6,1,1,1,0,1,2,11,0,1,1,6
5577,201301EO40085,3,5,18,6,4,2,2,0,1,7,1,1,1,1,6
5578,201301EO40085,3,5,18,6,4,2,2,0,1,7,9,0,1,1,-1
5579,201301EO40086,3,2,13,6,1,1,1,0,1,4,5,0,1,1,-1
5580,201301EO40087,3,3,9,6,1,2,2,0,1,2,1,0,1,2,6
5581,201301EO40087,3,3,9,6,1,2,2,0,1,2,19,0,1,1,-1
5582,201301EO40088,3,2,18,6,1,1,1,0,1,2,9,0,1,1,7
5583,201301EO40088,3,2,18,6,1,1,1,0,1,2,3,0,1,1,5
5584,201301EO40089,3,2,8,6,1,1,1,0,1,4,9,0,1,1,7
5585,201301EO40090,3,6,9,6,1,1,1,0,1,2,1,0,1,1,9
5586,201301EO40090,3,6,9,6,1,1,1,0,1,2,9,0,1,2,-1
5587,201301EO40092,3,6,7,6,1,2,2,0,1,1,3,1,1,1,7
5588,201301EO40092,3,6,7,6,1,2,2,0,1,1,9,0,1,1,-1
5589,201301EO40093,3,4,23,6,7,1,1,0,1,2,9,0,1,1,6
5590,201301EO40093,3,4,23,6,7,1,1,0,1,2,9,0,1,1,-1
5591,201301EO40095,3,5,16,6,1,2,2,0,1,7,19,0,1,1,7
5592,201301EO40095,3,5,16,6,1,2,2,0,1,7,1,0,1,1,6
5593,201301EO40097,3,4,22,6,4,1,2,0,1,3,8,0,1,1,10
5594,201301EO40097,3,4,22,6,4,1,2,0,1,3,4,0,1,1,5
5595,201301EO40098,3,4,15,6,1,1,1,6,1,9,11,0,1,1,-1
5596,201301EO40100,3,5,3,6,4,1,1,0,1,2,9,0,1,1,-1
5597,201301EO40100,3,5,3,6,4,1,1,0,1,2,9,0,1,1,7
5598,201301EO40101,3,5,0,6,4,1,1,0,1,3,9,0,1,1,6
5599,201301EO40101,3,5,0,6,4,1,1,0,1,3,8,0,1,1,7
5600,201301EO40102,3,1,14,6,1,1,1,2,1,10,9,0,1,1,-1
5601,201301EO40103,3,1,17,6,4,1,2,0,1,10,3,0,1,1,5
5602,201301EO40103,3,1,17,6,4,1,2,0,1,10,9,0,1,1,-1
5603,201301EO40104,3,3,8,6,1,1,1,6,1,12,9,0,1,1,6
5604,201301EO40104,3,3,8,6,1,1,1,6,1,12,9,0,1,1,7
5605,201301EO40105,3,1,10,6,1,1,1,0,1,10,9,0,1,1,9
5606,201301EO40105,3,1,10,6,1,1,1,0,1,10,1,0,1,1,7
5607,201301EO40105,3,1,10,6,1,1,1,0,1,10,90,0,1,1,-1
5608,201301EO40106,3,4,15,6,1,2,2,0,1,3,19,0,1,1,9
5609,201301EO40106,3,4,15,6,1,2,2,0,1,3,3,1,1,1,6
5610,201301EO40107,3,6,13,6,1,1,1,0,1,8,19,0,1,1,-1
5611,201301EO40108,3,7,21,6,4,2,2,6,1,3,9,0,1,1,7
5612,201301EO40108,3,7,21,6,4,2,2,6,1,3,9,0,1,1,9
5613,201301EO40109,2,7,17,6,4,1,1,0,1,2,9,0,1,2,8
5614,201301EO40110,2,2,22,2,4,9,2,0,1,3,9,0,1,2,7
5615,201301EO40111,3,4,10,6,1,1,1,0,1,3,9,0,1,2,6
5616,201301EO40111,3,4,10,6,1,1,1,0,1,3,9,0,1,3,-1
5617,201301EO40112,3,5,17,2,1,1,2,0,1,7,9,0,1,1,6
5618,201301EO40112,3,5,17,2,1,1,2,0,1,7,9,0,1,2,7
5619,201301EO40112,3,5,17,2,1,1,2,0,1,7,9,0,1,3,-1
5620,201301EO40113,3,3,16,6,1,1,1,0,1,12,1,0,1,1,6
5621,201301EO40113,3,3,16,6,1,1,1,0,1,12,9,0,1,1,-1
5622,201301EO40114,3,6,5,6,1,1,1,0,1,3,11,0,1,1,8
5623,201301EO40115,3,1,2,3,7,4,2,6,1,3,9,0,1,3,-1
5624,201301EO40116,3,6,16,6,4,2,2,0,1,8,11,0,1,1,7
5625,201301EO40117,3,3,22,6,4,1,2,0,1,3,5,0,1,1,6
5626,201301EO40117,3,3,22,6,4,1,2,0,1,3,8,0,1,1,8
5627,201301EO40119,2,7,22,6,4,1,2,0,1,3,9,0,1,1,6
5628,201301EO40119,2,7,22,6,4,1,2,0,1,3,3,1,1,1,5
5629,201301EO40121,3,7,21,2,4,1,1,0,1,9,9,0,1,1,8
5630,201301EO40121,3,7,21,2,4,1,1,0,1,9,9,0,1,1,-1
5631,201301EO40122,3,5,12,6,1,1,1,0,1,3,4,0,1,1,8
5632,201301EO40122,3,5,12,6,1,1,1,0,1,3,19,0,1,1,7
5633,201301EO40123,3,1,17,6,4,1,1,0,1,6,9,0,1,1,9
5634,201301EO40124,3,5,8,6,1,1,1,0,1,3,9,0,1,1,6
5635,201301EO40124,3,5,8,6,1,1,1,0,1,3,1,0,1,1,5
5636,201301EO40125,3,4,9,6,1,1,2,0,1,9,11,0,1,1,-1
5637,201301EO40126,3,5,11,6,1,1,1,0,1,3,9,0,1,1,8
5638,201301EO40128,3,7,19,6,4,1,1,0,1,5,11,0,1,1,8
5639,201301EO40128,3,7,19,6,4,1,1,0,1,5,9,0,1,2,5
5640,201301EO40129,3,2,19,6,7,1,1,0,1,7,9,0,1,1,9
5641,201301EO40129,3,2,19,6,7,1,1,0,1,7,1,0,1,1,6
5642,201301EO40130,3,4,18,6,4,1,1,0,1,2,1,0,1,1,7
5643,201301EO40130,3,4,18,6,4,1,1,0,1,2,8,0,1,1,8
5644,201301EO40131,2,6,18,6,7,1,1,0,1,4,1,0,1,2,6
5645,201301EO40131,2,6,18,6,7,1,1,0,1,4,8,0,1,1,-1
5646,201301EO40132,3,6,18,6,7,1,1,0,1,4,3,0,1,1,5
5647,201301EO40132,3,6,18,6,7,1,1,0,1,4,9,0,1,1,-1
5648,201301EO40133,2,2,17,6,4,1,1,0,1,7,5,0,1,1,9
5649,201301EO40133,2,2,17,6,4,1,1,0,1,7,9,0,1,1,-1
5650,201301EO40134,3,6,16,6,1,2,2,0,1,8,3,0,1,1,6
5651,201301EO40134,3,6,16,6,1,2,2,0,1,8,3,1,1,1,8
5652,201301EO40135,3,2,9,6,1,1,1,0,1,3,1,0,1,1,6
5653,201301EO40135,3,2,9,6,1,1,1,0,1,3,20,0,1,1,-1
5654,201301EO40136,3,2,19,6,4,2,2,0,1,3,9,0,1,3,-1
5655,201301EO40136,3,2,19,6,4,2,2,0,1,3,1,0,1,1,6
5656,201301EO40137,3,2,18,3,1,1,1,0,1,1,9,0,1,1,7
5657,201301EO40137,3,2,18,3,1,1,1,0,1,1,1,0,1,1,7
5658,201301EO40138,3,2,11,6,1,1,1,0,1,3,19,0,1,1,7
5659,201301EO40139,3,1,4,6,4,1,1,0,1,3,3,0,1,1,4
5660,201301EO40139,3,1,4,6,4,1,1,0,1,3,8,0,1,1,7
5661,201301EO40140,3,4,13,6,1,1,1,0,1,3,5,1,1,1,6
5662,201301EO40140,3,4,13,6,1,1,1,0,1,3,9,0,1,1,-1
5663,201301EO40141,3,1,6,6,1,1,1,0,1,3,8,0,1,1,7
5664,201301EO40141,3,1,6,6,1,1,1,0,1,3,1,0,1,1,6
5665,201301EO40142,3,6,17,6,1,2,2,7,1,3,1,0,1,2,6
5666,201301EO40143,3,4,17,6,1,1,1,0,1,3,19,0,1,1,8
5667,201301EO40143,3,4,17,6,1,1,1,0,1,3,5,0,1,1,8
5668,201301EO40144,3,7,10,6,1,3,3,6,1,3,11,0,1,2,7
5669,201301EO40145,3,5,8,6,1,1,1,0,1,3,9,0,1,1,5
5670,201301EO40145,3,5,8,6,1,1,1,0,1,3,11,0,1,1,6
5671,201301EO40146,3,6,15,2,1,1,1,0,1,3,9,1,1,1,6
5672,201301EO40146,3,6,15,2,1,1,1,0,1,3,9,0,1,3,-1
5673,201301EO40147,3,3,7,6,1,1,1,0,1,3,3,0,1,1,5
5674,201301EO40147,3,3,7,6,1,1,1,0,1,3,9,0,1,1,9
5675,201301EO40148,3,5,13,6,1,2,2,0,1,7,9,0,1,1,7
5676,201301EO40148,3,5,13,6,1,2,2,0,1,7,9,0,1,1,7
5677,201301EO40149,3,1,13,6,1,1,1,0,1,10,9,0,1,1,6
5678,201301EO40149,3,1,13,6,1,1,1,0,1,10,9,0,1,1,7
5679,201301EO40150,3,4,15,6,1,1,1,0,1,3,19,0,1,1,8
5680,201301EO40150,3,4,15,6,1,1,1,0,1,3,1,0,1,1,4
5681,201301EO40151,3,6,1,6,4,1,1,0,1,3,9,2,1,2,7
5682,201301EO40151,3,6,1,6,4,1,1,0,1,3,9,5,1,3,-1
5683,201301EO40152,3,3,9,6,1,1,1,0,1,3,9,0,1,1,7
5684,201301EO40152,3,3,9,6,1,1,1,0,1,3,9,0,1,2,6
5685,201301EO40153,2,4,14,6,1,1,1,0,1,3,5,1,1,1,7
5686,201301EO40155,3,6,16,6,1,1,2,0,1,3,1,0,1,2,6
5687,201301EO40155,3,6,16,6,1,1,2,0,1,3,19,0,1,1,-1
5688,201301EO40156,3,2,18,6,4,1,1,0,1,3,9,0,1,3,-1
5689,201301EO40157,3,1,20,2,1,1,1,0,1,3,9,0,1,2,7
5690,201301EO40157,3,1,20,2,1,1,1,0,1,3,9,0,1,1,-1
5691,201301EO40158,2,4,9,6,1,1,1,0,1,3,1,1,1,2,6
5692,201301EO40158,2,4,9,6,1,1,1,0,1,3,9,0,1,1,-1
5693,201301EO40159,3,6,23,6,4,1,1,0,1,5,11,0,1,1,8
5694,201301EO40160,3,5,0,6,4,1,1,0,1,3,5,1,1,1,6
5695,201301EO40160,3,5,0,6,4,1,1,0,1,3,9,0,1,1,-1
5696,201301EO40160,3,5,0,6,4,1,1,0,1,3,9,0,1,3,-1
5697,201301EO40161,3,3,19,1,1,1,1,0,1,2,9,0,1,2,6
5698,201301EO40161,3,3,19,1,1,1,1,0,1,2,1,0,1,1,10
5699,201301EO40162,3,7,7,6,1,1,1,0,1,6,8,0,1,1,8
5700,201301EO40162,3,7,7,6,1,1,1,0,1,6,9,0,1,1,-1
5701,201301EO40163,3,4,21,6,4,2,2,0,1,10,11,0,1,2,7
5702,201301EO40165,3,4,14,6,1,1,1,0,1,3,9,0,1,1,-1
5703,201301EO40165,3,4,14,6,1,1,1,0,1,3,19,0,1,1,-1
5704,201301EO40166,3,5,17,6,1,2,2,0,1,4,1,0,1,1,5
5705,201301EO40166,3,5,17,6,1,2,2,0,1,4,9,0,1,1,-1
5706,201301EO40167,3,7,16,6,1,1,1,0,1,6,9,0,1,1,8
5707,201301EO40167,3,7,16,6,1,1,1,0,1,6,1,0,1,1,7
5708,201301EO40168,3,6,8,6,1,1,1,0,1,3,1,0,1,1,6
5709,201301EO40168,3,6,8,6,1,1,1,0,1,3,9,0,1,1,-1
5710,201301EO40169,3,3,2,6,4,1,1,0,1,2,20,0,1,3,-1
5711,201301EO40170,3,5,19,2,4,9,2,6,1,11,9,0,1,3,-1
5712,201301EO40171,3,1,16,6,1,1,1,0,1,7,9,0,1,1,7
5713,201301EO40171,3,1,16,6,1,1,1,0,1,7,2,0,1,1,6
5714,201301EO40173,3,3,11,6,1,1,2,0,1,9,9,0,1,1,5
5715,201301EO40173,3,3,11,6,1,1,2,0,1,9,1,0,1,1,4
5716,201301EO40174,3,6,18,6,1,2,2,0,1,12,3,0,1,1,6
5717,201301EO40176,3,2,14,6,1,1,1,0,1,4,11,0,1,1,7
5718,201301EO40176,3,2,14,6,1,1,1,0,1,4,9,0,1,3,-1
5719,201301EO40177,3,3,20,3,4,1,2,0,1,9,3,0,1,1,7
5720,201301EO40177,3,3,20,3,4,1,2,0,1,9,9,0,1,2,8
5721,201301EO40178,3,5,16,6,1,1,1,0,1,4,9,0,1,1,9
5722,201301EO40178,3,5,16,6,1,1,1,0,1,4,1,0,1,1,4
5723,201301EO40178,3,5,16,6,1,1,1,0,1,4,1,0,1,1,5
5724,201301EO40179,3,5,17,6,1,1,1,0,1,4,9,0,1,1,-1
5725,201301EO40179,3,5,17,6,1,1,1,0,1,4,9,0,1,3,-1
5726,201301EO40179,3,5,17,6,1,1,1,0,1,4,9,0,1,3,-1
5727,201301EO40179,3,5,17,6,1,1,1,0,1,4,9,0,1,3,-1
5728,201301EO40180,3,3,15,6,1,1,1,0,1,4,1,0,1,1,5
5729,201301EO40180,3,3,15,6,1,1,1,0,1,4,19,0,1,1,-1
5730,201301EO40181,3,5,18,6,1,1,2,0,1,4,1,0,1,1,9
5731,201301EO40182,3,6,9,6,1,1,1,6,1,4,1,0,1,2,5
5732,201301EO40183,2,5,23,6,4,1,1,0,1,4,8,0,1,1,10
5733,201301EO40183,2,5,23,6,4,1,1,0,1,4,1,0,1,1,6
5734,201301EO40184,3,4,14,6,1,1,1,0,1,4,11,0,1,1,7
5735,201301EO40185,3,7,19,6,1,1,1,0,1,4,8,0,1,1,6
5736,201301EO40185,3,7,19,6,1,1,1,0,1,4,9,0,1,2,6
5737,201301EO40186,3,3,8,6,1,1,1,0,1,4,5,0,1,2,6
5738,201301EO40186,3,3,8,6,1,1,1,0,1,4,9,0,1,3,-1
5739,201301EO40187,3,7,18,6,1,1,1,0,1,4,3,1,1,1,5
5740,201301EO40187,3,7,18,6,1,1,1,0,1,4,8,0,1,1,7
5741,201301EO40188,3,2,8,6,1,1,1,0,1,4,9,0,1,2,7
5742,201301EO40188,3,2,8,6,1,1,1,0,1,4,1,0,1,1,6
5743,201301EO40189,3,4,15,6,1,1,1,0,1,4,1,0,1,1,6
5744,201301EO40189,3,4,15,6,1,1,1,0,1,4,9,0,1,3,-1
5745,201301EO40190,3,7,17,6,1,2,2,0,1,4,3,0,1,1,6
5746,201301EO40190,3,7,17,6,1,2,2,0,1,4,9,0,1,2,6
5747,201301EO40192,2,1,13,6,1,1,1,0,1,4,1,0,1,1,6
5748,201301EO40192,2,1,13,6,1,1,1,0,1,4,19,0,1,1,-1
5749,201301EO40193,3,3,15,6,1,1,1,0,1,4,8,0,1,3,-1
5750,201301EO40193,3,3,15,6,1,1,1,0,1,4,9,0,1,1,8
5751,201301EO40195,3,2,22,6,4,1,1,0,1,4,9,0,1,1,6
5752,201301EO40195,3,2,22,6,4,1,1,0,1,4,9,0,1,1,6
5753,201301EO40195,3,2,22,6,4,1,1,0,1,4,9,0,1,1,8
5754,201301EO40196,3,6,8,6,1,1,2,0,1,12,9,0,1,1,9
5755,201301EO40197,3,2,12,6,1,1,1,0,1,4,11,0,1,1,8
5756,201301EO40198,3,6,0,6,4,1,1,0,1,4,1,0,1,1,6
5757,201301EO40198,3,6,0,6,4,1,1,0,1,4,8,0,1,1,8
5758,201301EO40199,3,6,18,6,1,1,1,0,1,4,9,0,1,1,7
5759,201301EO40199,3,6,18,6,1,1,1,0,1,4,9,0,1,1,-1
5760,201301EO40200,3,1,7,2,1,1,1,0,1,4,9,0,1,1,6
5761,201301EO40201,3,7,13,6,1,1,1,0,1,4,9,0,1,2,7
5762,201301EO40201,3,7,13,6,1,1,1,0,1,4,9,0,1,1,6
5763,201301EO40201,3,7,13,6,1,1,1,0,1,4,9,0,1,2,-1
5764,201301EO40202,3,6,21,3,7,1,1,0,1,4,11,0,1,1,6
5765,201301EO40202,3,6,21,3,7,1,1,0,1,4,9,0,1,3,-1
5766,201301EO40203,3,6,19,1,1,1,1,0,1,4,11,0,1,1,6
5767,201301EO40203,3,6,19,1,1,1,1,0,1,4,9,0,1,3,-1
5768,201301EO40203,3,6,19,1,1,1,1,0,1,4,1,0,1,1,-1
5769,201301EO40204,3,6,16,6,1,1,1,0,1,4,9,0,1,2,8
5770,201301EO40204,3,6,16,6,1,1,1,0,1,4,5,0,1,1,6
5771,201301EO40206,3,6,23,6,4,1,1,0,1,4,9,0,1,1,6
5772,201301EO40207,2,4,8,6,1,1,1,0,1,4,9,0,1,1,6
5773,201301EO40207,2,4,8,6,1,1,1,0,1,4,1,0,1,2,5
5774,201301EO40209,3,7,18,6,1,9,1,0,1,4,9,0,1,1,6
5775,201301EO40209,3,7,18,6,1,9,1,0,1,4,9,0,1,2,10
5776,201301EO40210,3,6,13,6,1,1,1,0,1,4,9,0,1,2,5
5777,201301EO40210,3,6,13,6,1,1,1,0,1,4,9,0,1,1,6
5778,201301EO40211,3,7,20,6,4,1,1,0,1,4,9,0,1,2,7
5779,201301EO40211,3,7,20,6,4,1,1,0,1,4,3,0,1,1,6
5780,201301EO40212,3,1,15,6,1,1,1,0,1,4,1,0,1,2,5
5781,201301EO40212,3,1,15,6,1,1,1,0,1,4,9,0,1,1,-1
5782,201301EO40214,3,5,19,6,1,1,1,0,1,2,9,0,1,1,7
5783,201301EO40214,3,5,19,6,1,1,1,0,1,2,1,0,1,2,6
5784,201301EO40216,3,5,20,2,4,1,1,0,1,2,11,0,1,1,-1
5785,201301EO40217,2,3,7,6,1,1,1,0,1,7,9,0,1,2,9
5786,201301EO40217,2,3,7,6,1,1,1,0,1,7,1,0,1,1,5
5787,201301EO40220,3,5,9,6,1,1,1,0,1,2,9,0,1,1,6
5788,201301EO40220,3,5,9,6,1,1,1,0,1,2,1,0,1,1,7
5789,201301EO40221,3,2,13,6,1,1,1,0,1,5,3,0,1,1,5
5790,201301EO40221,3,2,13,6,1,1,1,0,1,5,21,0,1,3,-1
5791,201301EO40222,3,4,16,6,1,1,1,0,1,8,9,0,1,1,7
5792,201301EO40222,3,4,16,6,1,1,1,0,1,8,1,0,1,1,4
5793,201301EO40223,3,5,18,3,1,1,1,0,1,2,19,0,1,1,6
5794,201301EO40223,3,5,18,3,1,1,1,0,1,2,1,0,1,1,7
5795,201301EO40224,2,7,21,6,4,1,1,0,1,9,3,0,1,1,-1
5796,201301EO40225,3,4,16,6,1,1,1,0,1,1,8,0,1,1,9
5797,201301EO40227,3,3,10,6,1,1,1,0,1,7,9,0,1,3,-1
5798,201301EO40227,3,3,10,6,1,1,1,0,1,7,1,0,1,1,5
5799,201301EO40228,3,4,8,6,1,2,2,0,1,8,4,1,1,1,7
5800,201301EO40229,3,2,8,6,1,1,1,0,1,4,1,0,1,1,7
5801,201301EO40230,2,6,20,6,1,1,1,0,1,10,9,0,1,2,7
5802,201301EO40231,3,5,17,6,1,1,1,0,1,9,8,0,1,1,10
5803,201301EO40231,3,5,17,6,1,1,1,0,1,9,1,0,1,1,8
5804,201301EO40232,3,5,20,6,5,1,1,0,1,4,1,0,1,1,8
5805,201301EO40232,3,5,20,6,5,1,1,0,1,4,9,0,1,1,-1
5806,201301EO40233,3,3,16,6,1,1,1,0,1,7,8,0,1,1,8
5807,201301EO40234,3,5,17,6,1,1,1,0,1,9,9,0,1,1,7
5808,201301EO40236,3,4,10,6,1,1,1,0,1,8,19,0,1,2,6
5809,201301EO40236,3,4,10,6,1,1,1,0,1,8,3,0,1,1,6
5810,201301EO40237,3,7,18,6,1,1,2,0,1,11,8,0,1,1,7
5811,201301EO40237,3,7,18,6,1,1,2,0,1,11,1,0,1,1,2
5812,201301EO40238,3,3,22,6,4,1,1,0,1,4,9,0,1,1,4
5813,201301EO40238,3,3,22,6,4,1,1,0,1,4,4,1,1,1,6
5814,201301EO40239,3,1,20,6,4,1,1,0,1,3,3,0,1,1,4
5815,201301EO40239,3,1,20,6,4,1,1,0,1,3,9,0,1,1,-1
5816,201301EO40240,3,5,12,6,1,1,1,0,1,4,9,0,1,1,8
5817,201301EO40240,3,5,12,6,1,1,1,0,1,4,9,0,1,1,4
5818,201301EO40242,3,3,15,6,1,1,1,0,1,4,1,0,1,1,7
5819,201301EO40242,3,3,15,6,1,1,1,0,1,4,19,0,1,1,-1
5820,201301EO40243,3,2,12,6,1,1,1,0,1,5,19,0,1,1,6
5821,201301EO40244,3,3,9,6,1,1,1,0,1,5,11,0,1,1,9
5822,201301EO40244,3,3,9,6,1,1,1,0,1,5,1,0,1,1,6
5823,201301EO40245,3,4,22,6,4,1,1,0,1,5,9,0,1,1,5
5824,201301EO40245,3,4,22,6,4,1,1,0,1,5,3,0,1,1,5
5825,201301EO40246,3,6,20,6,4,1,1,0,1,4,9,0,1,1,6
5826,201301EO40246,3,6,20,6,4,1,1,0,1,4,9,0,1,1,8
5827,201301EO40247,2,3,7,6,1,1,1,0,1,5,9,0,1,1,6
5828,201301EO40247,2,3,7,6,1,1,1,0,1,5,5,0,1,2,8
5829,201301EO40248,3,3,17,6,1,2,2,0,1,5,19,0,1,1,9
5830,201301EO40248,3,3,17,6,1,2,2,0,1,5,1,0,1,2,6
5831,201301EO40250,3,5,9,6,1,1,1,0,1,5,8,0,1,1,7
5832,201301EO40250,3,5,9,6,1,1,1,0,1,5,1,0,1,1,6
5833,201301EO40251,3,7,19,6,1,1,1,0,1,4,2,1,1,1,4
5834,201301EO40251,3,7,19,6,1,1,1,0,1,4,9,0,1,1,-1
5835,201301EO40252,3,1,18,6,1,1,1,0,1,4,3,0,1,1,8
5836,201301EO40252,3,1,18,6,1,1,1,0,1,4,9,0,1,1,5
5837,201301EO40253,3,6,9,6,1,1,1,0,1,3,3,0,1,1,5
5838,201301EO40253,3,6,9,6,1,1,1,0,1,3,19,0,1,1,6
5839,201301EO40254,3,7,19,6,1,9,1,0,1,11,3,0,1,1,6
5840,201301EO40254,3,7,19,6,1,9,1,0,1,11,19,0,1,3,-1
5841,201301EO40255,3,2,4,2,7,9,1,0,1,5,9,0,1,2,8
5842,201301EO40256,3,6,14,6,1,1,1,0,1,10,9,0,1,2,8
5843,201301EO40256,3,6,14,6,1,1,1,0,1,10,9,0,1,1,-1
5844,201301EO40256,3,6,14,6,1,1,1,0,1,10,8,0,1,1,-1
5845,201301EO40257,3,6,16,6,1,1,1,0,1,5,9,0,1,1,7
5846,201301EO40258,3,6,17,2,1,1,1,0,1,10,9,0,1,2,6
5847,201301EO40258,3,6,17,2,1,1,1,0,1,10,9,0,1,1,-1
5848,201301EO40259,3,2,14,6,1,1,1,0,1,5,9,0,1,1,7
5849,201301EO40259,3,2,14,6,1,1,1,0,1,5,19,0,1,1,6
5850,201301EO40260,3,4,17,6,1,1,1,0,1,5,3,0,1,1,6
5851,201301EO40260,3,4,17,6,1,1,1,0,1,5,9,0,1,1,8
5852,201301EO40261,3,3,12,6,1,2,2,0,1,5,5,1,1,1,9
5853,201301EO40261,3,3,12,6,1,2,2,0,1,5,8,0,1,1,8
5854,201301EO40262,3,6,13,6,1,1,1,0,1,5,9,0,1,2,6
5855,201301EO40262,3,6,13,6,1,1,1,0,1,5,8,0,1,2,9
5856,201301EO40263,3,4,8,6,1,1,1,6,1,5,9,0,1,2,7
5857,201301EO40263,3,4,8,6,1,1,1,6,1,5,1,0,1,1,5
5858,201301EO40264,2,3,8,6,1,1,1,0,1,5,9,0,1,2,6
5859,201301EO40266,3,4,18,3,1,9,1,0,1,1,5,0,1,1,6
5860,201301EO40266,3,4,18,3,1,9,1,0,1,1,9,0,1,2,-1
5861,201301EO40267,3,2,20,6,1,1,1,0,1,5,8,0,1,1,8
5862,201301EO40267,3,2,20,6,1,1,1,0,1,5,1,0,1,1,5
5863,201301EO40268,3,3,18,6,1,1,1,0,1,4,9,0,1,1,7
5864,201301EO40269,3,5,11,6,1,1,1,0,1,2,1,0,1,1,5
5865,201301EO40269,3,5,11,6,1,1,1,0,1,2,19,0,1,1,-1
5866,201301EO40270,3,4,10,6,1,1,1,0,1,5,1,0,1,2,5
5867,201301EO40270,3,4,10,6,1,1,1,0,1,5,9,0,1,2,10
5868,201301EO40271,3,6,9,6,1,1,1,0,1,10,1,0,1,1,6
5869,201301EO40271,3,6,9,6,1,1,1,0,1,10,9,0,1,1,-1
5870,201301EO40272,3,4,20,2,4,1,1,0,1,5,19,0,1,1,8
5871,201301EO40272,3,4,20,2,4,1,1,0,1,5,5,0,1,1,6
5872,201301EO40273,3,5,16,6,1,1,1,0,1,5,9,0,1,1,10
5873,201301EO40273,3,5,16,6,1,1,1,0,1,5,4,1,1,1,5
5874,201301EO40274,3,5,17,9,1,1,1,0,1,5,3,0,1,1,5
5875,201301EO40274,3,5,17,9,1,1,1,0,1,5,8,0,1,2,9
5876,201301EO40276,3,6,13,6,1,1,1,0,1,3,9,0,1,1,8
5877,201301EO40276,3,6,13,6,1,1,1,0,1,3,9,0,1,1,-1
5878,201301EO40277,3,5,16,6,1,1,1,0,1,5,11,0,1,1,8
5879,201301EO40278,3,4,17,6,1,1,1,0,1,5,3,0,1,2,6
5880,201301EO40278,3,4,17,6,1,1,1,0,1,5,1,0,1,1,-1
5881,201301EO40280,3,3,16,6,1,1,1,0,1,5,4,0,1,1,-1
5882,201301EO40281,3,3,8,2,1,1,1,0,1,5,1,0,1,1,6
5883,201301EO40281,3,3,8,2,1,1,1,0,1,5,9,0,1,1,-1
5884,201301EO40282,3,4,16,6,1,1,1,0,1,5,9,0,1,2,7
5885,201301EO40282,3,4,16,6,1,1,1,0,1,5,1,0,1,2,7
5886,201301EO40283,3,4,9,6,1,1,2,0,1,5,1,0,1,1,6
5887,201301EO40284,3,4,9,6,1,1,1,0,1,8,1,0,1,1,5
5888,201301EO40284,3,4,9,6,1,1,1,0,1,8,8,0,1,1,-1
5889,201301EO40285,3,6,16,6,1,1,1,0,1,10,1,0,1,1,4
5890,201301EO40285,3,6,16,6,1,1,1,0,1,10,8,0,1,1,-1
5891,201301EO40286,3,6,22,6,4,1,1,0,1,5,8,0,1,1,7
5892,201301EO40286,3,6,22,6,4,1,1,0,1,5,1,0,1,1,6
5893,201301EO40287,3,3,11,6,1,9,2,0,1,5,11,0,1,1,6
5894,201301EO40288,3,5,13,6,1,1,1,6,1,5,3,0,1,1,6
5895,201301EO40290,3,6,17,6,1,1,1,0,1,5,9,0,1,1,7
5896,201301EO40290,3,6,17,6,1,1,1,0,1,5,3,0,1,1,6
5897,201301EO40291,3,7,5,6,1,1,1,0,1,1,8,0,1,1,9
5898,201301EO40292,3,5,11,1,1,1,1,0,1,5,1,0,1,1,8
5899,201301EO40292,3,5,11,1,1,1,1,0,1,5,1,0,1,2,-1
5900,201301EO40293,3,3,14,3,1,1,1,0,1,4,9,0,1,1,6
5901,201301EO40293,3,3,14,3,1,1,1,0,1,4,5,0,1,1,7
5902,201301EO40294,3,3,14,6,1,1,1,0,1,4,8,0,1,1,8
5903,201301EO40297,3,5,18,6,1,1,1,0,1,6,9,0,1,1,6
5904,201301EO40297,3,5,18,6,1,1,1,0,1,6,1,0,1,1,6
5905,201301EO40298,3,6,8,6,1,1,1,0,1,7,4,0,1,1,8
5906,201301EO40298,3,6,8,6,1,1,1,0,1,7,9,0,1,2,6
