,Accident_Index,Accident_Severity,Day_of_Week,Time,Road_Type,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Carriageway_Hazards,Urban_or_Rural_Area,Month,Vehicle_Type,Skidding_and_Overturning,Was_Vehicle_Left_Hand_Drive?,Sex_of_Driver,Age_Band_of_Driver
0,201301BS70003,2,4,9,6,1,1,1,0,1,2,8,0,1,1,8
1,201301BS70003,2,4,9,6,1,1,1,0,1,2,1,0,1,1,7
2,201301BS70005,3,6,8,6,1,8,1,0,1,4,3,0,1,2,6
3,201301BS70006,3,2,11,6,1,1,1,0,1,7,11,0,1,1,8
4,201301BS70007,3,5,10,6,1,1,1,0,1,10,3,0,1,1,7
5,201301BS70007,3,5,10,6,1,1,1,0,1,10,9,0,1,1,7
6,201301BS70009,3,6,17,2,4,1,1,0,1,4,9,0,1,1,6
7,201301BS70009,3,6,17,2,4,1,1,0,1,4,9,0,1,1,6
8,201301BS70010,3,4,15,6,1,2,2,0,1,9,9,0,1,1,-1
9,201301BS70012,3,1,12,3,1,1,1,0,1,1,8,0,1,1,9
10,201301BS70012,3,1,12,3,1,1,1,0,1,1,5,0,1,1,7
11,201301BS70013,3,3,18,6,4,1,1,0,1,1,1,0,1,1,5
12,201301BS70015,3,1,14,6,1,1,1,0,1,1,9,0,1,3,-1
13,201301BS70018,3,1,17,6,4,1,1,0,1,6,9,0,1,1,7
14,201301BS70018,3,1,17,6,4,1,1,0,1,6,1,0,1,2,6
15,201301BS70019,3,2,9,6,1,1,2,0,1,1,5,0,1,1,6
16,201301BS70019,3,2,9,6,1,1,2,0,1,1,19,0,1,1,8
17,201301BS70020,3,2,14,6,1,2,2,0,1,1,1,0,1,2,6
18,201301BS70020,3,2,14,6,1,2,2,0,1,1,9,0,1,2,-1
19,201301BS70021,3,2,14,6,1,3,3,0,1,1,9,0,1,2,7
20,201301BS70021,3,2,14,6,1,3,3,0,1,1,19,0,1,1,-1
21,201301BS70023,3,6,16,6,1,1,1,0,1,1,3,0,1,1,6
22,201301BS70023,3,6,16,6,1,1,1,0,1,1,9,0,1,1,7
23,201301BS70024,3,1,20,6,4,3,3,0,2,1,9,0,1,1,7
24,201301BS70024,3,1,20,6,4,3,3,0,2,1,9,0,1,1,-1
25,201301BS70024,3,1,20,6,4,3,3,0,2,1,9,0,1,1,-1
26,201301BS70024,3,1,20,6,4,3,3,0,2,1,9,0,1,1,-1
27,201301BS70024,3,1,20,6,4,3,3,0,2,1,9,0,1,1,-1
28,201301BS70025,3,1,11,6,1,1,1,0,1,1,5,0,1,1,5
29,201301BS70027,3,4,8,6,1,1,1,0,1,9,9,0,1,3,-1
30,201301BS70031,3,6,7,2,1,1,1,0,1,4,9,0,1,1,8
31,201301BS70031,3,6,7,2,1,1,1,0,1,4,9,0,1,1,8
32,201301BS70032,3,7,23,6,4,1,1,0,2,5,8,0,1,1,8
33,201301BS70032,3,7,23,6,4,1,1,0,2,5,9,0,1,2,6
34,201301BS70033,3,6,18,6,4,3,3,0,1,1,19,0,1,1,6
35,201301BS70033,3,6,18,6,4,3,3,0,1,1,1,0,1,2,5
36,201301BS70034,2,5,20,6,4,1,1,0,1,1,5,0,1,1,9
37,201301BS70034,2,5,20,6,4,1,1,0,1,1,9,0,1,1,7
38,201301BS70035,2,5,17,6,4,1,1,0,1,1,3,0,1,1,5
39,201301BS70035,2,5,17,6,4,1,1,0,1,1,9,0,1,1,9
40,201301BS70035,2,5,17,6,4,1,1,0,1,1,9,0,1,1,-1
41,201301BS70036,3,7,10,3,1,1,2,0,1,1,8,0,1,1,8
42,201301BS70036,3,7,10,3,1,1,2,0,1,1,9,0,1,2,7
43,201301BS70038,3,3,9,6,1,1,2,0,1,1,1,0,1,1,6
44,201301BS70038,3,3,9,6,1,1,2,0,1,1,9,0,1,1,-1
45,201301BS70040,3,4,8,6,1,1,1,0,1,1,5,0,1,2,7
46,201301BS70040,3,4,8,6,1,1,1,0,1,1,21,0,1,1,-1
47,201301BS70042,3,6,8,6,1,2,2,0,1,1,1,0,1,1,5
48,201301BS70042,3,6,8,6,1,2,2,0,1,1,9,0,1,1,8
49,201301BS70043,3,5,16,6,1,1,1,0,1,1,1,0,1,2,6
50,201301BS70043,3,5,16,6,1,1,1,0,1,1,8,0,1,1,-1
51,201301BS70044,3,2,18,1,4,3,3,0,1,1,9,0,1,2,9
52,201301BS70044,3,2,18,1,4,3,3,0,1,1,1,0,1,1,8
53,201301BS70046,3,3,16,6,1,1,1,0,1,5,1,0,1,1,5
54,201301BS70046,3,3,16,6,1,1,1,0,1,5,19,0,1,1,6
55,201301BS70047,3,2,17,6,4,1,1,0,1,4,9,0,1,1,8
56,201301BS70048,3,6,7,6,1,8,4,0,1,8,9,2,1,1,7
57,201301BS70048,3,6,7,6,1,8,4,0,1,8,9,0,1,1,8
58,201301BS70049,3,4,20,6,4,2,2,0,1,1,8,0,1,1,-1
59,201301BS70050,3,1,20,6,4,1,1,0,1,3,3,1,1,1,7
60,201301BS70051,3,3,19,6,4,2,2,0,1,5,2,0,1,2,7
61,201301BS70051,3,3,19,6,4,2,2,0,1,5,8,0,1,1,-1
62,201301BS70054,3,7,13,2,1,2,2,0,1,9,9,0,1,1,7
63,201301BS70054,3,7,13,2,1,2,2,0,1,9,9,0,1,2,7
64,201301BS70055,3,5,18,6,5,1,1,0,1,7,9,0,1,1,4
65,201301BS70056,3,2,15,6,1,3,2,0,1,11,3,0,1,1,6
66,201301BS70056,3,2,15,6,1,3,2,0,1,11,9,0,1,1,9
67,201301BS70057,3,2,9,3,1,3,2,0,1,11,3,0,1,1,6
68,201301BS70057,3,2,9,3,1,3,2,0,1,11,9,0,1,3,-1
69,201301BS70058,2,4,7,6,4,4,2,0,1,6,2,0,1,1,6
70,201301BS70059,2,6,23,6,4,2,2,0,1,8,11,0,1,1,6
71,201301BS70060,3,6,10,6,1,1,1,0,1,8,9,0,1,1,6
72,201301BS70061,3,2,17,6,4,1,1,0,1,7,9,0,1,2,9
73,201301BS70061,3,2,17,6,4,1,1,0,1,7,3,0,1,1,6
74,201301BS70063,3,3,19,6,4,1,1,0,1,12,1,0,1,1,6
75,201301BS70064,3,5,13,6,1,1,1,0,1,7,9,0,1,1,10
76,201301BS70065,3,7,13,6,1,1,2,0,1,12,20,0,1,1,5
77,201301BS70065,3,7,13,6,1,1,2,0,1,12,9,0,1,2,6
78,201301BS70066,3,4,17,6,4,4,1,0,1,1,3,0,1,1,6
79,201301BS70066,3,4,17,6,4,4,1,0,1,1,5,0,1,1,7
80,201301BS70067,3,3,18,6,4,3,3,0,1,1,3,0,1,1,7
81,201301BS70068,3,4,8,6,1,1,1,0,1,1,9,0,1,1,10
82,201301BS70068,3,4,8,6,1,1,1,0,1,1,5,0,1,1,6
83,201301BS70070,3,4,17,6,4,1,1,0,1,6,9,0,1,2,5
84,201301BS70070,3,4,17,6,4,1,1,0,1,6,3,0,1,1,5
85,201301BS70071,3,6,14,6,1,1,1,0,1,2,9,0,1,3,-1
86,201301BS70073,3,1,10,6,1,2,2,0,1,10,1,0,1,1,8
87,201301BS70073,3,1,10,6,1,2,2,0,1,10,9,0,1,3,-1
88,201301BS70074,3,7,14,6,1,1,1,0,1,2,9,0,1,1,9
89,201301BS70075,3,4,18,6,4,1,1,0,1,6,9,0,1,1,7
90,201301BS70076,3,5,7,6,1,1,1,0,1,2,9,0,1,3,-1
91,201301BS70077,3,1,18,6,4,1,1,0,1,3,9,0,1,1,10
92,201301BS70078,3,6,14,6,1,1,1,0,1,8,19,0,1,1,8
93,201301BS70078,3,6,14,6,1,1,1,0,1,8,9,0,1,1,8
94,201301BS70079,3,3,15,6,1,1,1,0,1,12,9,0,1,1,-1
95,201301BS70080,3,2,11,6,1,1,1,0,1,2,3,0,1,1,6
96,201301BS70081,3,2,11,6,1,1,1,0,2,2,9,0,1,1,6
97,201301BS70081,3,2,11,6,1,1,1,0,2,2,20,0,1,1,-1
98,201301BS70082,3,1,18,6,5,1,1,0,1,2,9,0,1,2,8
99,201301BS70082,3,1,18,6,5,1,1,0,1,2,90,0,1,2,-1
100,201301BS70083,3,5,21,6,4,1,1,0,1,2,8,0,1,1,8
101,201301BS70083,3,5,21,6,4,1,1,0,1,2,3,0,1,1,5
102,201301BS70084,3,2,9,6,1,1,1,0,1,2,9,0,1,1,7
103,201301BS70084,3,2,9,6,1,1,1,0,1,2,11,0,1,1,-1
104,201301BS70086,3,3,18,6,4,1,1,0,1,5,8,0,1,1,8
105,201301BS70086,3,3,18,6,4,1,1,0,1,5,1,0,1,2,7
106,201301BS70087,3,2,8,6,1,1,1,0,1,4,9,0,1,2,8
107,201301BS70087,3,2,8,6,1,1,1,0,1,4,1,0,1,1,7
108,201301BS70088,3,5,8,6,1,2,2,0,1,7,3,0,1,1,7
109,201301BS70089,3,4,12,6,1,1,1,0,1,6,3,0,1,1,5
110,201301BS70089,3,4,12,6,1,1,1,0,1,6,9,0,1,2,7
111,201301BS70090,3,2,8,6,1,1,1,0,1,4,9,0,1,1,7
112,201301BS70092,2,2,18,6,1,1,1,0,1,2,1,0,1,1,5
113,201301BS70093,3,4,18,6,1,1,1,0,2,2,5,0,1,1,6
114,201301BS70093,3,4,18,6,1,1,1,0,2,2,9,0,1,2,8
115,201301BS70094,3,3,8,6,1,1,1,0,1,5,3,0,1,1,7
116,201301BS70094,3,3,8,6,1,1,1,0,1,5,9,0,1,2,7
117,201301BS70095,3,6,9,6,1,1,2,0,1,2,1,0,1,1,5
118,201301BS70095,3,6,9,6,1,1,2,0,1,2,9,0,1,1,6
119,201301BS70096,3,3,10,6,1,1,1,0,1,12,1,0,1,2,8
120,201301BS70096,3,3,10,6,1,1,1,0,1,12,19,0,1,1,8
121,201301BS70099,3,1,18,6,4,1,1,0,1,10,9,0,1,1,7
122,201301BS70099,3,1,18,6,4,1,1,0,1,10,3,0,1,1,6
123,201301BS70100,3,6,9,6,1,2,2,0,1,8,9,0,1,1,6
124,201301BS70100,3,6,9,6,1,2,2,0,1,8,9,0,1,2,8
125,201301BS70100,3,6,9,6,1,2,2,0,1,8,9,0,1,2,7
126,201301BS70100,3,6,9,6,1,2,2,0,1,8,9,0,1,3,-1
127,201301BS70101,3,7,14,6,1,2,2,0,1,3,3,1,1,1,6
128,201301BS70101,3,7,14,6,1,2,2,0,1,3,9,0,1,3,-1
129,201301BS70102,3,1,16,6,1,1,1,2,1,3,11,0,1,1,6
130,201301BS70103,2,7,18,6,4,1,1,0,1,9,3,0,1,1,6
131,201301BS70104,3,6,15,6,1,1,1,0,1,1,2,0,1,1,7
132,201301BS70104,3,6,15,6,1,1,1,0,1,1,8,0,1,1,7
133,201301BS70105,3,5,20,6,1,2,2,0,1,7,8,0,1,1,10
134,201301BS70105,3,5,20,6,1,2,2,0,1,7,2,0,1,2,6
135,201301BS70106,3,3,9,6,1,1,1,0,1,5,9,0,1,1,9
136,201301BS70107,3,4,9,6,1,1,1,0,1,3,9,0,1,1,7
137,201301BS70109,3,7,15,6,1,1,1,0,1,9,11,0,1,3,-1
138,201301BS70110,3,1,15,6,1,1,1,0,1,3,1,0,1,2,5
139,201301BS70110,3,1,15,6,1,1,1,0,1,3,9,0,1,1,-1
140,201301BS70111,3,5,12,6,1,1,1,0,1,3,9,0,1,1,5
141,201301BS70111,3,5,12,6,1,1,1,0,1,3,3,0,1,1,4
142,201301BS70112,3,1,14,6,1,5,2,0,1,3,3,0,1,2,6
143,201301BS70112,3,1,14,6,1,5,2,0,1,3,9,0,1,3,-1
144,201301BS70114,3,6,19,6,4,1,1,0,1,2,3,0,1,1,7
145,201301BS70114,3,6,19,6,4,1,1,0,1,2,9,0,1,1,7
146,201301BS70115,3,5,17,6,1,1,1,0,1,3,19,0,1,1,-1
147,201301BS70116,3,7,9,6,1,1,1,0,1,3,21,0,1,1,7
148,201301BS70117,3,7,18,6,4,1,1,0,1,2,9,0,1,1,9
149,201301BS70118,3,3,17,6,1,1,1,0,1,3,9,0,1,1,5
150,201301BS70119,3,3,12,6,1,1,1,0,1,3,9,0,1,1,6
151,201301BS70119,3,3,12,6,1,1,1,0,1,3,8,0,1,1,7
152,201301BS70120,3,3,7,6,1,1,1,0,1,12,1,0,1,2,8
153,201301BS70120,3,3,7,6,1,1,1,0,1,12,9,0,1,3,-1
154,201301BS70121,3,5,14,6,1,1,1,0,1,3,9,0,1,1,7
155,201301BS70122,3,2,23,6,4,1,2,0,1,3,8,0,1,1,8
156,201301BS70122,3,2,23,6,4,1,2,0,1,3,9,0,1,2,9
157,201301BS70123,3,2,13,6,1,1,1,0,1,11,8,0,1,1,8
158,201301BS70123,3,2,13,6,1,1,1,0,1,11,20,0,1,1,8
159,201301BS70124,3,4,17,6,1,1,1,0,1,3,9,0,1,2,6
160,201301BS70124,3,4,17,6,1,1,1,0,1,3,3,0,1,1,5
161,201301BS70125,3,3,10,6,1,1,1,0,2,3,3,0,1,1,7
162,201301BS70125,3,3,10,6,1,1,1,0,2,3,8,0,1,1,7
163,201301BS70126,3,3,18,3,4,1,1,0,1,3,9,0,1,1,6
164,201301BS70126,3,3,18,3,4,1,1,0,1,3,5,0,1,1,7
165,201301BS70127,3,2,19,6,5,1,1,0,1,3,1,0,1,1,6
166,201301BS70127,3,2,19,6,5,1,1,0,1,3,9,0,1,3,-1
167,201301BS70128,3,4,15,6,1,1,1,0,1,3,1,0,1,2,6
168,201301BS70129,3,4,16,6,1,1,1,0,1,3,9,0,1,2,6
169,201301BS70129,3,4,16,6,1,1,1,0,1,3,1,0,1,1,7
170,201301BS70130,3,7,20,6,4,1,2,0,1,3,9,0,1,1,8
171,201301BS70130,3,7,20,6,4,1,2,0,1,3,3,0,1,1,5
172,201301BS70131,3,5,22,6,4,1,1,0,1,3,11,0,1,1,7
173,201301BS70132,3,6,2,3,4,1,1,0,1,3,9,0,1,3,-1
174,201301BS70133,3,7,15,6,1,1,1,0,1,3,9,0,1,2,7
175,201301BS70133,3,7,15,6,1,1,1,0,1,3,2,0,1,2,7
176,201301BS70134,3,5,18,6,4,1,1,0,1,3,8,0,1,1,11
177,201301BS70134,3,5,18,6,4,1,1,0,1,3,3,0,1,1,5
178,201301BS70135,3,3,9,2,1,1,1,0,1,2,11,0,1,1,8
179,201301BS70136,2,1,15,6,1,2,2,0,1,3,9,0,1,1,-1
180,201301BS70136,2,1,15,6,1,2,2,0,1,3,3,1,1,1,6
181,201301BS70137,3,7,22,2,4,1,1,0,1,6,9,0,1,1,7
182,201301BS70137,3,7,22,2,4,1,1,0,1,6,3,0,1,2,6
183,201301BS70138,3,1,6,6,1,1,1,0,1,7,9,0,1,1,6
184,201301BS70138,3,1,6,6,1,1,1,0,1,7,9,0,1,1,-1
185,201301BS70138,3,1,6,6,1,1,1,0,1,7,9,0,1,1,-1
186,201301BS70138,3,1,6,6,1,1,1,0,1,7,9,0,1,1,-1
187,201301BS70138,3,1,6,6,1,1,1,0,1,7,9,0,1,3,-1
188,201301BS70138,3,1,6,6,1,1,1,0,1,7,9,0,1,3,-1
189,201301BS70139,3,7,2,2,4,1,1,0,1,6,9,0,1,1,7
190,201301BS70139,3,7,2,2,4,1,1,0,1,6,19,0,1,3,-1
191,201301BS70139,3,7,2,2,4,1,1,0,1,6,9,0,1,2,-1
192,201301BS70140,3,1,10,6,1,1,1,0,1,3,8,0,1,1,-1
193,201301BS70140,3,1,10,6,1,1,1,0,1,3,9,0,1,3,-1
194,201301BS70142,3,2,17,2,1,1,1,0,1,3,9,0,1,2,10
195,201301BS70142,3,2,17,2,1,1,1,0,1,3,9,0,1,1,8
196,201301BS70142,3,2,17,2,1,1,1,0,1,3,9,0,1,1,8
197,201301BS70143,3,4,15,3,1,1,1,0,1,3,11,0,1,1,7
198,201301BS70144,3,4,18,6,1,1,1,0,1,3,9,0,1,2,8
199,201301BS70144,3,4,18,6,1,1,1,0,1,3,1,0,1,1,6
200,201301BS70146,3,6,7,6,1,1,1,0,1,5,1,0,1,1,6
201,201301BS70146,3,6,7,6,1,1,1,0,1,5,9,0,1,1,-1
202,201301BS70147,3,6,11,6,1,1,1,0,1,3,1,0,1,1,5
203,201301BS70147,3,6,11,6,1,1,1,0,1,3,19,0,1,1,8
204,201301BS70148,2,7,5,3,1,1,1,0,1,4,9,0,1,1,7
205,201301BS70148,2,7,5,3,1,1,1,0,1,4,3,0,1,1,-1
206,201301BS70149,3,1,16,3,1,1,1,0,1,7,9,0,1,1,6
207,201301BS70149,3,1,16,3,1,1,1,0,1,7,9,0,1,1,7
208,201301BS70150,3,6,15,2,1,1,1,0,1,3,9,0,1,2,6
209,201301BS70150,3,6,15,2,1,1,1,0,1,3,11,0,1,1,8
210,201301BS70151,3,5,16,6,1,1,1,0,1,4,9,0,1,2,8
211,201301BS70151,3,5,16,6,1,1,1,0,1,4,1,0,1,1,5
212,201301BS70152,3,4,17,6,1,1,1,0,1,3,1,0,1,1,4
213,201301BS70152,3,4,17,6,1,1,1,0,1,3,19,0,1,3,-1
214,201301BS70153,3,4,8,6,1,1,1,0,1,3,9,0,1,1,6
215,201301BS70155,2,4,22,6,4,2,2,0,1,10,8,0,1,2,-1
216,201301BS70156,3,6,9,6,1,1,1,0,1,5,9,0,1,1,8
217,201301BS70156,3,6,9,6,1,1,1,0,1,5,11,0,2,1,-1
218,201301BS70158,3,4,12,3,1,1,1,0,1,3,3,0,1,2,7
219,201301BS70159,3,4,15,6,1,1,1,0,1,10,9,0,1,1,4
220,201301BS70159,3,4,15,6,1,1,1,0,1,10,9,0,1,2,7
221,201301BS70160,3,5,23,6,4,2,2,0,1,11,11,0,1,1,6
222,201301BS70160,3,5,23,6,4,2,2,0,1,11,9,0,1,2,4
223,201301BS70161,2,7,17,6,1,1,1,0,1,6,8,0,1,1,7
224,201301BS70161,2,7,17,6,1,1,1,0,1,6,90,0,1,2,10
225,201301BS70163,3,2,6,2,1,1,1,0,1,4,3,0,1,1,7
226,201301BS70163,3,2,6,2,1,1,1,0,1,4,19,0,1,3,-1
227,201301BS70164,3,2,14,6,1,1,1,0,1,8,3,0,1,1,6
228,201301BS70164,3,2,14,6,1,1,1,0,1,8,19,0,1,1,7
229,201301BS70166,3,6,8,6,1,1,1,0,1,12,8,0,1,1,10
230,201301BS70166,3,6,8,6,1,1,1,0,1,12,1,0,1,2,6
231,201301BS70167,3,6,10,6,1,2,2,0,1,12,11,0,1,1,7
232,201301BS70168,3,4,16,6,1,1,1,0,1,4,8,0,1,1,-1
233,201301BS70171,3,6,23,6,4,1,1,0,1,4,9,0,1,1,5
234,201301BS70171,3,6,23,6,4,1,1,0,1,4,19,0,1,1,7
235,201301BS70172,3,4,18,6,1,1,1,0,1,4,3,0,1,1,5
236,201301BS70173,3,7,2,6,4,1,1,0,1,4,9,0,1,1,6
237,201301BS70173,3,7,2,6,4,1,1,0,1,4,5,0,1,1,7
238,201301BS70174,3,4,14,6,1,1,1,0,1,4,1,0,1,1,5
239,201301BS70174,3,4,14,6,1,1,1,0,1,4,9,0,1,1,-1
240,201301BS70175,3,5,20,2,4,1,1,0,1,4,9,0,1,2,6
241,201301BS70175,3,5,20,2,4,1,1,0,1,4,9,0,1,1,8
242,201301BS70176,3,1,14,6,1,1,1,0,1,4,5,0,1,1,7
243,201301BS70176,3,1,14,6,1,1,1,0,1,4,9,0,1,1,7
244,201301BS70177,3,7,19,6,4,1,1,0,1,4,9,0,1,3,-1
245,201301BS70178,3,7,23,6,4,5,2,0,1,4,8,0,1,1,10
246,201301BS70179,3,7,21,6,4,2,2,0,1,4,8,0,1,1,11
247,201301BS70180,3,6,11,6,1,2,2,0,1,12,11,0,1,1,9
248,201301BS70181,3,4,10,6,1,1,1,0,1,3,3,0,1,3,-1
249,201301BS70183,3,6,12,3,1,1,1,0,1,4,9,0,1,1,8
250,201301BS70183,3,6,12,3,1,1,1,0,1,4,1,0,1,1,4
251,201301BS70184,3,6,11,6,1,1,1,0,1,4,1,0,1,1,5
252,201301BS70185,3,3,8,6,1,1,1,0,1,4,19,0,1,1,5
253,201301BS70185,3,3,8,6,1,1,1,0,1,4,1,0,1,1,7
254,201301BS70186,3,5,10,6,1,1,1,0,1,4,9,0,1,1,-1
255,201301BS70187,3,6,9,6,1,1,1,0,1,3,1,0,1,1,9
256,201301BS70187,3,6,9,6,1,1,1,0,1,3,19,0,1,3,-1
257,201301BS70188,3,6,17,6,1,1,1,0,1,4,9,0,1,2,8
258,201301BS70188,3,6,17,6,1,1,1,0,1,4,1,0,1,1,7
259,201301BS70189,3,3,20,6,4,1,1,0,1,4,9,0,1,1,9
260,201301BS70189,3,3,20,6,4,1,1,0,1,4,9,0,1,1,6
261,201301BS70190,3,6,20,6,4,1,1,0,1,12,3,0,1,1,-1
262,201301BS70191,3,6,15,6,1,1,1,0,1,4,10,0,1,1,9
263,201301BS70191,3,6,15,6,1,1,1,0,1,4,1,0,1,1,8
264,201301BS70192,3,1,18,3,1,1,1,0,1,4,9,0,1,1,7
265,201301BS70193,3,3,21,6,4,1,1,0,1,4,3,0,1,1,5
266,201301BS70194,3,1,18,6,1,1,1,0,1,4,9,0,1,1,6
267,201301BS70194,3,1,18,6,1,1,1,0,1,4,9,0,1,1,-1
268,201301BS70195,3,6,11,6,1,1,1,0,1,4,19,0,1,1,-1
269,201301BS70196,3,2,1,6,4,1,1,0,1,4,9,0,1,1,7
270,201301BS70196,3,2,1,6,4,1,1,0,1,4,9,0,1,3,-1
271,201301BS70197,3,1,8,6,1,1,1,0,1,4,19,0,1,1,7
272,201301BS70197,3,1,8,6,1,1,1,0,1,4,1,0,1,1,6
273,201301BS70198,2,4,8,1,1,1,1,0,1,1,5,0,1,1,7
274,201301BS70198,2,4,8,1,1,1,1,0,1,1,9,0,1,1,-1
275,201301BS70199,3,5,17,6,1,1,1,0,1,4,8,0,1,1,9
276,201301BS70199,3,5,17,6,1,1,1,0,1,4,9,0,1,2,-1
277,201301BS70200,3,2,22,3,4,1,1,0,1,6,8,0,1,1,10
278,201301BS70200,3,2,22,3,4,1,1,0,1,6,9,0,1,1,10
279,201301BS70200,3,2,22,3,4,1,1,0,1,6,9,0,1,2,4
280,201301BS70200,3,2,22,3,4,1,1,0,1,6,9,0,1,1,8
281,201301BS70202,3,2,8,6,1,1,1,0,1,4,9,0,1,2,6
282,201301BS70202,3,2,8,6,1,1,1,0,1,4,9,0,1,1,-1
283,201301BS70203,3,5,13,6,1,1,1,0,1,2,9,0,1,2,10
284,201301BS70204,3,4,11,6,1,1,1,0,1,3,9,0,1,1,7
285,201301BS70204,3,4,11,6,1,1,1,0,1,3,5,0,1,1,7
286,201301BS70205,3,3,9,6,1,1,1,0,1,4,19,0,1,1,7
287,201301BS70205,3,3,9,6,1,1,1,0,1,4,1,0,1,2,7
288,201301BS70206,3,6,17,6,1,1,1,0,1,5,8,0,1,1,9
289,201301BS70207,3,6,13,2,1,1,1,0,1,3,9,0,1,1,8
290,201301BS70207,3,6,13,2,1,1,1,0,1,3,9,0,1,2,8
291,201301BS70207,3,6,13,2,1,1,1,0,1,3,9,0,1,1,7
292,201301BS70208,3,4,17,2,1,1,1,0,1,1,9,0,1,1,7
293,201301BS70208,3,4,17,2,1,1,1,0,1,1,1,0,1,1,9
294,201301BS70209,3,2,15,6,1,1,1,0,1,6,3,0,1,1,4
295,201301BS70210,3,2,19,6,4,1,1,0,1,3,3,0,1,1,4
296,201301BS70210,3,2,19,6,4,1,1,0,1,3,9,0,1,1,7
297,201301BS70211,3,6,23,6,4,1,1,0,1,3,8,0,1,1,8
298,201301BS70212,3,2,8,6,1,1,1,0,1,4,1,0,1,1,6
299,201301BS70212,3,2,8,6,1,1,1,0,1,4,9,0,1,3,-1
300,201301BS70213,3,4,18,1,1,1,1,0,1,8,9,0,1,1,6
301,201301BS70213,3,4,18,1,1,1,1,0,1,8,1,0,1,1,5
302,201301BS70214,3,3,16,6,1,2,2,0,1,5,5,0,1,2,5
303,201301BS70214,3,3,16,6,1,2,2,0,1,5,9,0,1,1,6
304,201301BS70215,3,6,15,6,1,1,1,0,1,3,5,0,1,1,5
305,201301BS70215,3,6,15,6,1,1,1,0,1,3,9,0,1,1,7
306,201301BS70216,3,3,15,6,1,1,1,0,1,7,9,0,1,2,8
307,201301BS70216,3,3,15,6,1,1,1,0,1,7,1,0,1,2,6
308,201301BS70217,3,6,9,6,1,1,1,0,1,4,5,0,1,1,6
309,201301BS70217,3,6,9,6,1,1,1,0,1,4,9,0,1,1,7
310,201301BS70217,3,6,9,6,1,1,1,0,1,4,9,0,1,1,9
311,201301BS70218,3,6,12,6,1,1,1,0,1,10,8,0,1,1,8
312,201301BS70218,3,6,12,6,1,1,1,0,1,10,9,0,1,1,-1
313,201301BS70220,3,3,13,3,1,1,1,0,1,7,19,0,1,1,7
314,201301BS70220,3,3,13,3,1,1,1,0,1,7,8,0,1,1,5
315,201301BS70221,3,4,22,6,4,1,1,0,1,8,11,0,1,1,10
316,201301BS70221,3,4,22,6,4,1,1,0,1,8,1,0,1,1,5
317,201301BS70222,3,6,0,6,4,2,2,0,1,10,9,0,1,2,5
318,201301BS70222,3,6,0,6,4,2,2,0,1,10,9,0,1,1,8
319,201301BS70223,3,3,14,6,1,1,1,0,1,7,9,0,1,1,8
320,201301BS70223,3,3,14,6,1,1,1,0,1,7,9,0,1,1,8
321,201301BS70224,3,4,8,6,1,1,1,0,1,8,9,0,1,2,8
322,201301BS70224,3,4,8,6,1,1,1,0,1,8,4,0,1,1,6
323,201301BS70225,3,6,22,1,4,1,1,0,1,12,1,0,1,2,7
324,201301BS70225,3,6,22,1,4,1,1,0,1,12,8,0,1,1,-1
325,201301BS70226,3,3,12,6,1,1,1,0,1,5,11,0,1,2,7
326,201301BS70227,3,7,11,6,1,1,1,0,1,4,9,0,1,1,8
327,201301BS70227,3,7,11,6,1,1,1,0,1,4,1,0,1,1,5
328,201301BS70228,2,2,18,6,1,1,1,0,1,5,5,0,1,1,8
329,201301BS70229,3,5,10,6,1,1,1,0,1,9,20,0,1,1,7
330,201301BS70230,3,4,9,6,1,1,1,0,1,4,5,0,1,1,7
331,201301BS70231,3,3,11,6,1,1,1,0,1,7,9,0,1,1,7
332,201301BS70231,3,3,11,6,1,1,1,0,1,7,9,0,1,1,-1
333,201301BS70232,3,2,8,6,1,1,1,0,1,5,9,0,1,1,9
334,201301BS70232,3,2,8,6,1,1,1,0,1,5,1,0,1,1,-1
335,201301BS70233,3,3,14,6,1,4,1,0,1,5,11,0,1,1,7
336,201301BS70234,2,1,21,6,4,1,1,0,1,7,1,0,1,1,6
337,201301BS70234,2,1,21,6,4,1,1,0,1,7,8,0,1,1,-1
338,201301BS70235,3,2,17,6,1,1,1,0,1,5,9,0,1,1,8
339,201301BS70235,3,2,17,6,1,1,1,0,1,5,9,0,1,1,-1
340,201301BS70236,3,5,12,6,1,2,2,0,1,9,20,0,1,1,6
341,201301BS70236,3,5,12,6,1,2,2,0,1,9,5,0,1,1,5
342,201301BS70237,3,5,16,6,1,1,1,0,2,2,9,0,1,1,8
343,201301BS70237,3,5,16,6,1,1,1,0,2,2,5,0,1,1,7
344,201301BS70238,2,1,12,6,1,1,1,0,1,12,9,0,1,1,9
345,201301BS70238,2,1,12,6,1,1,1,0,1,12,1,0,1,1,6
346,201301BS70239,3,2,12,6,1,1,1,0,1,5,9,0,1,1,6
347,201301BS70239,3,2,12,6,1,1,1,0,1,5,2,0,1,2,8
348,201301BS70240,3,6,12,6,1,1,1,0,1,10,11,0,1,1,8
349,201301BS70241,3,5,0,1,4,1,1,0,1,5,3,0,1,1,4
350,201301BS70241,3,5,0,1,4,1,1,0,1,5,9,0,1,1,-1
351,201301BS70243,3,4,13,6,1,1,1,0,1,5,8,0,1,1,7
352,201301BS70243,3,4,13,6,1,1,1,0,1,5,19,0,1,1,-1
